Text,Question Id,Test Id,Scale Id,Photo
Считаете ли Вы себя беззаботным человеком?,386,49,1,
Очень ли Вам трудно отказываться от своих намерений?,387,49,2,
"Обдумываете ли Вы свои дела не спеша и предпочитаете ли подождать, прежде чем действовать?",388,49,1,
"Всегда ли Вы сдерживаете свои обещания, даже если это Вам невыгодно?",389,49,L,
Часто ли у Вас бывают спады и подъемы настроения?,390,49,2,
Быстро ли Вы обычно действуете и говорите и не тратите ли много времени на обдумывание?,391,49,1,
"Возникало ли у Вас когда-нибудь чувство, что Вы несчастны, хотя никакой серьезной причины для того не было?",392,49,2,
"Верно ли, что на спор Вы способны решиться на все?",393,49,1,
"Смущаетесь ли Вы, когда хотите познакомиться с человеком противоположного пола, который Вам симпатичен?",394,49,2,
"Бывает ли, что, разозлившись, Вы выходите из себя?",395,49,L,
"Часто ли Вы действуете необдуманно, под влиянием момента?",396,49,1,
"Часто ли Вас беспокоят мысли о том, что Вам не следовало бы чего-нибудь делать или говорить?",397,49,2,
Предпочитаете ли Вы чтение книг встречам с людьми?,398,49,1,
"Верно ли, что Вас легко задеть?",399,49,2,
Любите ли Вы часто бывать в компании?,400,49,1,
"Бывают ли у Вас иногда такие мысли, которыми Вам не хотелось бы делиться с другими людьми?",401,49,L,
"Верно ли, что иногда Вы настолько полны энергии, что все горит в руках, а иногда чувствуете сильную вялость?",402,49,2,
Стараетесь ли Вы ограничить круг своих знакомств небольшим числом самых близких людей?,403,49,1,
Много ли Вы мечтаете?,404,49,2,
"Когда на Вас кричат, отвечаете ли Вы тем же?",405,49,1,
Все ли Ваши привычки хороши и желательны?,406,49,2,
Часто ли Вас терзает чувство вины?,407,49,L,
Способны ли Вы дать волю собственным чувствам и вовсю повеселиться в шумной компании?,408,49,1,
"Можно ли сказать, что нервы у Вас часто бывают напряжены до предела?",409,49,2,
Считают ли Вас человеком живым и веселым?,410,49,1,
"После того как дело сделано, часто ли Вы возвращаетесь к нему мысленно и думаете, что могли бы сделать лучше?",411,49,2,
"Чувствуете ли Вы себя неспокойно, находясь в большой компании?",412,49,1,
"Бывает ли, что Вы передаете слухи?",413,49,L,
"Бывает ли, что Вам не спится оттого, что разные мысли лезут Вам в голову?",414,49,2,
"Верно ли, что Вам часто приятнее и легче прочесть о том, что Вас интересует в книге, хотя можно быстрее и проще узнать об этом у друзей?",415,49,1,
Бывает ли у Вас сильное сердцебиение?,416,49,2,
"Нравится ли Вам работа, которая требует пристального внимания?",417,49,1,
Бывают ли у Вас приступы дрожи?,418,49,2,
"Верно ли, что Вы всегда говорите о знакомых Вам людях только хорошее, даже тогда, когда уверены, что они об этом не узнают?",419,49,L,
"Верно ли, что Вам неприятно бывать в компании, где постоянно подшучивают друг над другом?",420,49,1,
"Верно ли, что Вы раздражительны?",421,49,2,
"Нравится ли Вам работа, которая требует быстроты действий?",422,49,1,
"Верно ли, что Вам нередко не дают покоя мысли о разных неприятностях и «ужасах», которые могли бы произойти, хотя все кончилось благополучно?",423,49,2,
"Верно ли, что Вы неторопливы в движениях?",424,49,1,
Вы когда-нибудь опаздывали на свидание или на работу?,425,49,L,
Часто ли Вам снятся кошмары?,426,49,2,
"Верно ли, что Вы такой любитель поговорить, что никогда не упустите удобного случая побеседовать с незнакомым человеком?",427,49,1,
Беспокоят ли Вас какие-нибудь боли?,428,49,2,
"Огорчились бы Вы, если бы долго не могли видеться со своими друзьями?",429,49,1,
Можете ли Вы назвать себя нервным человеком?,430,49,2,
"Есть ли среди ваших знакомых такие, которые Вам явно не нравятся?",431,49,L,
"Могли бы Вы сказать, что Вы уверенный человек?",432,49,1,
Легко ли Вас задевает критика ваших недостатков или вашей работы?,433,49,2,
"Трудно ли получить настоящее удовольствие от мероприятий, в которых много участников?",434,49,1,
"Беспокоит ли Вас чувство, что Вы чем-то хуже других?",435,49,2,
Сумели бы Вы внести оживление в скучную компанию?,436,49,1,
"Бывает ли, что Вы говорите о вещах, в которых совсем не разбираетесь?",437,49,L,
Беспокоитесь ли Вы о своем здоровье?,438,49,2,
Любите ли Вы подшутить над другими?,439,49,1,
Страдаете ли Вы бессонницей?,440,49,2,
Вы были хорошим учеником?,441,23,,
Вы уверены в ценности школы жизни для развития человека?,442,23,,
"Считаете ли Вы, что нравственные нормы - преувеличение?",443,23,,
Привязываетесь ли Вы к мелким предметам?,444,23,,
Были ли родители по отношению к Вам суровыми и требовательными?,445,23,,
"Считаете ли Вы, что успех должен быть достигнут в мучениях и трудах?",446,23,,
Считаете ли Вы себя человеком с принципами?,447,23,,
Легко ли Вы теряете контроль над собой?,448,23,,
"Часто ли у Вас появляется желание жить «сегодняшним днем», не заботясь о будущем?",449,23,,
Пунктуальны ли Вы?,450,23,,
Умеете ли Вы рисковать во имя достижения цели?,451,23,,
"Вы поклялись знакомому, что окажете ему некую очень для него важную услугу. И вдруг заболели. Как поступите:",452,23,,
"Друг доверил Вам личную тайну. Речь идет о поступках, которые Вы оцениваете отрицательно. И тогда Вы:",453,23,,
Какую из ниже перечисленных черт Вы считаете в женщине самой важной:,454,23,,
Склонны ли Вы искать пути к примирению после очередного служебного конфликта?,455,27,,
Как Вы ведете себя в критической ситуации?,456,27,,
Каким считают Вас коллеги?,457,27,,
"Как Вы отреагируете, если Вам предложат ответственную должность?",458,27,,
"Как Вы будете себя вести, если кто-то из Ваших коллег без разрешения возьмёт с Вашего стола бумагу?",459,27,,
"С какими словами Вы встретите мужа/жену, если он/а вернётся с работы позже обычного?",460,27,,
Как Вы ведёте себя за рулём автомобиля?,461,27,,
Какими Вы считаете свои планы на жизнь?,462,27,,
"Что Вы предпринимаете, если Вам не все удается?",463,27,,
Как Вы отреагируете на небольшую статью о случае распущенности среди современной молодежи?,464,27,,
"Что Вы ощущаете, если место, которое Вы хотели получить, досталось другому?",465,27,,
Как Вы смотрите страшный фильм?,466,27,,
"Как Вы будете себя вести, если из-за автомобильной пробки Вы опаздываете на важное совещание?",467,27,,
Как Вы относитесь к своим спортивным успехам?,468,27,,
"Как Вы поступите, если Вас плохо обслужили в ресторане? ",469,27,,
"Как Вы себя поведете, если Вашего ребенка обидели в школе?",470,27,,
Какой по-Вашему Вы человек?,471,27,,
"Что Вы ответите подчиненному, с которым столкнулись в дверях учреждения, если он начал извиняться перед Вами?",472,27,,
Как Вы отреагируете на статью в газете о случаях хулиганства среди молодежи?,473,27,,
"Представьте, что Вам предстоит заново родится, но уже животным. Каким будет это животное?",474,27,,
